N	Total Time	Average CPE
962	16167	16.81
963	16753	17.40
964	16218	16.82
965	16083	16.67
966	15859	16.42
967	16439	17.00
968	16663	17.21
969	16025	16.54
970	16872	17.39
971	25028	25.78
972	16534	17.01
973	16383	16.84
974	15976	16.40
975	16432	16.85
976	33248	34.07
977	16349	16.73
978	16339	16.71
979	16213	16.56
980	34536	35.24
981	16638	16.96
982	16825	17.13
983	16249	16.53
984	16686	16.96
985	16617	16.87
986	16561	16.80
987	17174	17.40
988	16332	16.53
989	16832	17.02
990	16822	16.99
991	16978	17.13
992	16663	16.80
993	16614	16.73
994	16568	16.67
995	16900	16.98
996	16511	16.58
997	16796	16.85
998	16555	16.59
999	17290	17.31
1000	23736	23.74
1001	26852	26.83
1002	16575	16.54
1003	16896	16.85
1004	17302	17.23
1005	16887	16.80
1006	16711	16.61
1007	16899	16.78
1008	16830	16.70
1009	16709	16.56
1010	17031	16.86
1011	16882	16.70
1012	17373	17.17
1013	17294	17.07
1014	16850	16.62
1015	17920	17.66
1016	16942	16.68
1017	16790	16.51
1018	17106	16.80
1019	17046	16.73
1020	33880	33.22
1021	17441	17.08
1022	16977	16.61
1023	16877	16.50
1024	16851	16.46
1025	33654	32.83
1026	16892	16.46
1027	17692	17.23
1028	17409	16.93
1029	17099	16.62
1030	16923	16.43
1031	17543	17.02
1032	17441	16.90
1033	17288	16.74
1034	17334	16.76
1035	18213	17.60
1036	17454	16.85
1037	17325	16.71
1038	17674	17.03
1039	17515	16.86
1040	34834	33.49
1041	17661	16.97
1042	17232	16.54
1043	17946	17.21
1044	17868	17.11
1045	17347	16.60
1046	17456	16.69
1047	18715	17.87
1048	17405	16.61
1049	17965	17.13
1050	17911	17.06
1051	17647	16.79
1052	18004	17.11
1053	18063	17.15
1054	17475	16.58
1055	17703	16.78
1056	18377	17.40
1057	19115	18.08
1058	18722	17.70
1059	17962	16.96
1060	45139	42.58
1061	18449	17.39
1062	19427	18.29
1063	17775	16.72
1064	19207	18.05
1065	20572	19.32
1066	19647	18.43
1067	17687	16.58
1068	18397	17.23
1069	21889	20.48
1070	18038	16.86
1071	20379	19.03
1072	18352	17.12
1073	18135	16.90
1074	21213	19.75
1075	18523	17.23
1076	20250	18.82
1077	18215	16.91
1078	17798	16.51
1079	17850	16.54
1080	35346	32.73
1081	19750	18.27
1082	17744	16.40
1083	18388	16.98
1084	17698	16.33
1085	18533	17.08
1086	18145	16.71
1087	18388	16.92
1088	18529	17.03
1089	17923	16.46
1090	18358	16.84
1091	20739	19.01
1092	18011	16.49
1093	18329	16.77
1094	18081	16.53
1095	19451	17.76
1096	18164	16.57
1097	18747	17.09
1098	18212	16.59
1099	18204	16.56
1100	35593	32.36
1101	18247	16.57
1102	18508	16.79
1103	19011	17.24
1104	18454	16.72
1105	18384	16.64
1106	18749	16.95
1107	18373	16.60
1108	19653	17.74
1109	18727	16.89
1110	18546	16.71
1111	19065	17.16
1112	18544	16.68
1113	18678	16.78
1114	18701	16.79
1115	20302	18.21
1116	18778	16.83
1117	18788	16.82
1118	19541	17.48
1119	19085	17.06
1120	36608	32.69
1121	19049	16.99
1122	18708	16.67
1123	18782	16.72
1124	19288	17.16
