N	Total Time	Average CPE
904	344436	381.01
905	356835	394.29
906	345860	381.74
907	347608	383.25
908	349729	385.16
909	349148	384.10
910	349791	384.39
911	347311	381.24
912	356275	390.65
913	353899	387.62
914	352097	385.23
915	352348	385.08
916	351220	383.43
917	353915	385.95
918	353295	384.85
919	355430	386.76
920	359007	390.23
921	357353	388.01
922	359562	389.98
923	358024	387.89
924	364296	394.26
925	358186	387.23
926	362509	391.48
927	373475	402.89
928	363982	392.22
929	360628	388.19
930	362173	389.43
931	371818	399.37
932	369286	396.23
933	365328	391.56
934	370968	397.18
935	374408	400.44
936	367109	392.21
937	368107	392.86
938	370104	394.57
939	368967	392.94
940	374468	398.37
941	371576	394.87
942	372540	395.48
943	383304	406.47
944	373772	395.94
945	378496	400.52
946	376030	397.49
947	382651	404.07
948	378176	398.92
949	378253	398.58
950	376958	396.80
951	388755	408.79
952	383886	403.24
953	380620	399.39
954	380547	398.90
955	381117	399.08
956	383888	401.56
957	388309	405.76
958	384555	401.41
959	382522	398.88
960	384020	400.02
961	386804	402.50
962	387271	402.57
963	386721	401.58
964	394359	409.09
965	389973	404.12
966	389113	402.81
967	399227	412.85
968	397897	411.05
969	409817	422.93
970	398333	410.65
971	403737	415.80
972	439037	451.68
973	426576	438.41
974	426033	437.41
975	396566	406.73
976	399467	409.29
977	403170	412.66
978	402717	411.78
979	401001	409.60
980	401600	409.80
981	401597	409.38
982	402084	409.45
983	405151	412.16
984	408125	414.76
985	405376	411.55
986	408582	414.38
987	406065	411.41
988	406982	411.93
989	407256	411.79
990	413687	417.87
991	408913	412.63
992	411115	414.43
993	411963	414.87
994	411603	414.09
995	411299	413.37
996	417967	419.65
997	413006	414.25
998	414259	415.09
999	415592	416.01
1000	420121	420.12
1001	416955	416.54
1002	422770	421.93
1003	421275	420.01
1004	418920	417.25
1005	422395	420.29
1006	422509	419.99
1007	424155	421.21
1008	426239	422.86
1009	424391	420.61
1010	425269	421.06
1011	439074	434.30
1012	426306	421.25
1013	426293	420.82
1014	431513	425.56
1015	428953	422.61
1016	434988	428.14
1017	430272	423.08
1018	430411	422.80
1019	432085	424.03
1020	433933	425.42
1021	433365	424.45
1022	437761	428.34
1023	438472	428.61
1024	435003	424.81
1025	441062	430.30
1026	437592	426.50
1027	438341	426.82
1028	444975	432.86
1029	438834	426.47
1030	441650	428.79
1031	442764	429.45
1032	442572	428.85
1033	444813	430.60
1034	446166	431.50
1035	444307	429.28
1036	446132	430.63
1037	447308	431.35
1038	445882	429.56
1039	450001	433.11
1040	448599	431.35
1041	448348	430.69
1042	449437	431.32
1043	453082	434.40
1044	461416	441.97
1045	453629	434.09
1046	454215	434.24
1047	462705	441.93
1048	455506	434.64
1049	457269	435.91
1050	457085	435.32
1051	456556	434.40
1052	463027	440.14
1053	457910	434.86
1054	462478	438.78
1055	460550	436.54
1056	463721	439.13
1057	467656	442.44
1058	464216	438.77
1059	465895	439.94
1060	467146	440.70
1061	730859	688.84
1062	531990	500.93
1063	529526	498.14
1064	528359	496.58
1065	535843	503.14
1066	532135	499.19
1067	533467	499.97
1068	532949	499.02
1069	538028	503.30
1070	538018	502.82
1071	536132	500.59
1072	536599	500.56
1073	536917	500.39
1074	541384	504.08
1075	541955	504.14
1076	544062	505.63
1077	541901	503.16
1078	543555	504.23
1079	547050	507.00
1080	543641	503.37
1081	545963	505.05
1082	561443	518.89
1083	547598	505.63
1084	546556	504.20
1085	551864	508.63
1086	551955	508.25
1087	553116	508.85
1088	490998	451.28
1089	491260	451.11
1090	494558	453.72
